org_type,org_size,facilities_affected,cyber_threats_tracked,monitoring_freq,backup_compromised,ransomware_infection_rate_(%),data_encrypted,data_stolen,recovery_time_(days),entry_method,paid_ransom,data_restored,ransomware_incidents,cluster,anomaly
Research Lab,Small,15,1-50,Monthly,True,72.39,True,False,67,Exploited Vulnerability,True,39.68,3,2,0
Hospital,Large,2,350+,More than once per day,True,29.49,True,False,12,Exploited Vulnerability,True,70.31,5,1,0
Clinic,Medium,13,50-350,Weekly,True,52.7,True,False,54,Exploited Vulnerability,False,15.35,7,1,0
Research Lab,Small,22,1-50,Weekly,False,62.07,True,False,46,Exploited Vulnerability,True,49.16,3,2,0
Insurance,Large,8,1-50,More than once per day,True,36.56,True,True,35,Phishing Email,False,31.52,7,1,0
Hospital,Large,23,1-50,Daily,True,50.28,True,True,80,Phishing Email,True,19.55,4,1,0
Insurance,Large,17,350+,Weekly,False,64.05,True,False,22,RDP Exploit,False,47.68,1,0,0
Hospital,Medium,4,50-350,Daily,True,69.8,True,False,37,Exploited Vulnerability,True,50.07,3,0,0
Insurance,Medium,19,50-350,Weekly,False,57.93,True,False,37,Phishing Email,False,33.34,3,1,0
Hospital,Large,22,1-50,Monthly,True,55.91,True,False,64,Compromised Credentials,False,18.0,2,0,0
Hospital,Medium,9,50-350,Daily,False,65.8,False,False,17,Exploited Vulnerability,True,55.8,5,0,0
Research Lab,Small,23,1-50,Daily,False,90.0,False,True,49,Phishing Email,False,26.85,4,1,0
Hospital,Large,15,1-50,Daily,True,56.21,True,False,64,Malicious Website,True,42.73,1,1,0
Hospital,Medium,9,50-350,Weekly,True,71.98,True,False,70,RDP Exploit,True,59.91,7,0,0
Research Lab,Small,24,1-50,Daily,False,82.4,True,True,54,Phishing Email,False,37.16,3,0,0
Research Lab,Medium,21,350+,More than once per day,False,25.55,True,False,9,RDP Exploit,True,79.62,2,1,0
Clinic,Small,9,1-50,Daily,False,73.79,True,False,45,RDP Exploit,True,45.59,5,2,0
Clinic,Medium,14,50-350,Monthly,True,57.26,True,False,43,Compromised Credentials,True,53.88,4,2,0
Clinic,Medium,23,50-350,Daily,False,38.75,True,False,45,Exploited Vulnerability,False,43.59,2,2,0
Hospital,Medium,21,50-350,Daily,True,56.08,True,True,58,Exploited Vulnerability,False,41.95,5,1,0
Hospital,Large,16,1-50,Monthly,True,52.34,True,True,60,Phishing Email,False,51.7,6,1,0
Hospital,Large,24,1-50,Weekly,True,66.14,True,False,90,Compromised Credentials,False,28.7,7,0,0
Pharma,Large,23,350+,Weekly,True,51.75,True,False,31,Compromised Credentials,True,64.27,1,1,0
Clinic,Small,17,1-50,Weekly,False,59.47,False,True,37,Compromised Credentials,True,51.58,4,2,0
Clinic,Medium,13,350+,Monthly,True,50.87,False,False,23,Phishing Email,False,38.47,1,1,0
Clinic,Medium,9,350+,Weekly,True,60.11,True,False,41,Exploited Vulnerability,False,23.76,7,1,0
Pharma,Large,15,1-50,Monthly,True,59.12,True,True,50,Compromised Credentials,True,55.89,5,1,0
Hospital,Large,7,1-50,Weekly,False,61.16,True,False,38,Compromised Credentials,True,41.93,3,0,0
Clinic,Medium,1,50-350,Weekly,True,83.54,True,False,38,Phishing Email,False,34.46,3,1,0
Clinic,Medium,1,350+,Daily,True,58.35,True,True,27,Compromised Credentials,False,43.9,6,1,0
Clinic,Small,5,350+,Daily,True,66.94,True,False,30,Compromised Credentials,False,48.67,3,2,0
Hospital,Medium,24,50-350,Weekly,True,74.89,True,True,74,Phishing Email,True,55.57,1,1,0
Insurance,Medium,9,50-350,Daily,True,61.8,True,False,60,Exploited Vulnerability,False,33.9,1,1,0
Pharma,Medium,12,1-50,Weekly,True,65.88,True,False,57,Exploited Vulnerability,True,43.13,1,1,0
Clinic,Small,6,350+,Daily,True,75.58,True,True,41,RDP Exploit,False,36.35,3,2,0
Clinic,Medium,13,350+,Weekly,False,53.14,True,False,25,Exploited Vulnerability,False,34.01,7,2,0
Pharma,Medium,8,1-50,More than once per day,True,54.13,True,True,37,Compromised Credentials,True,58.57,5,1,0
Research Lab,Small,15,1-50,Weekly,True,59.06,True,False,90,Compromised Credentials,True,44.56,6,2,0
Hospital,Large,6,1-50,Weekly,True,67.1,True,False,57,Exploited Vulnerability,False,33.01,3,0,0
Clinic,Small,6,1-50,Daily,True,89.44,True,False,79,Phishing Email,False,29.01,5,2,0
Clinic,Medium,4,350+,Daily,True,71.68,True,False,25,Compromised Credentials,False,41.06,5,1,0
Clinic,Small,11,1-50,Daily,True,72.06,True,False,50,Compromised Credentials,False,26.98,5,2,0
Research Lab,Small,21,1-50,Daily,True,72.57,True,False,110,Exploited Vulnerability,True,11.69,4,2,0
Pharma,Medium,18,1-50,Daily,True,44.43,True,True,65,Phishing Email,False,46.52,1,1,0
Pharma,Large,3,350+,More than once per day,True,33.47,True,False,15,Compromised Credentials,False,47.18,5,1,0
Clinic,Medium,3,50-350,Monthly,True,67.81,False,False,60,Compromised Credentials,True,61.23,5,1,0
Hospital,Medium,12,50-350,More than once per day,False,36.26,False,True,25,Phishing Email,False,7.02,5,1,0
Pharma,Medium,21,1-50,Weekly,True,59.79,False,False,76,Compromised Credentials,False,39.79,6,1,0
Insurance,Large,21,350+,Daily,True,66.41,True,False,50,RDP Exploit,False,14.02,1,1,0
Hospital,Large,6,350+,Weekly,True,64.99,True,True,29,Phishing Email,True,22.16,4,1,0
Pharma,Medium,21,1-50,Daily,False,63.02,True,True,63,Exploited Vulnerability,True,16.76,1,0,0
Insurance,Large,6,1-50,Weekly,False,46.2,False,False,30,Compromised Credentials,False,27.06,3,1,0
Clinic,Small,8,1-50,Weekly,True,51.72,True,False,74,Exploited Vulnerability,True,50.82,1,2,0
Clinic,Small,15,1-50,Weekly,False,75.55,True,False,47,Compromised Credentials,True,37.26,1,2,0
Hospital,Medium,18,50-350,More than once per day,True,30.82,True,False,38,Compromised Credentials,False,27.72,6,1,0
Hospital,Large,20,350+,Weekly,False,48.98,True,False,17,Compromised Credentials,True,63.65,2,0,0
Hospital,Medium,16,50-350,Daily,True,79.38,True,False,73,Exploited Vulnerability,True,51.15,6,0,0
Insurance,Large,6,350+,More than once per day,True,22.98,True,False,11,Compromised Credentials,True,75.7,2,1,0
Hospital,Medium,21,50-350,Daily,True,59.65,True,False,59,Exploited Vulnerability,False,22.81,4,1,0
Hospital,Medium,17,50-350,Daily,True,71.27,True,False,59,Exploited Vulnerability,True,56.36,1,0,0
Hospital,Medium,9,50-350,Daily,True,69.71,True,False,60,Phishing Email,False,46.36,2,1,0
Clinic,Small,19,1-50,Weekly,True,54.91,True,False,86,RDP Exploit,False,39.8,1,2,0
Pharma,Medium,18,1-50,Daily,True,58.0,True,False,81,Exploited Vulnerability,True,48.74,5,1,0
Hospital,Medium,23,50-350,Daily,True,57.53,False,False,59,Compromised Credentials,True,46.91,2,1,0
Hospital,Large,5,1-50,More than once per day,True,23.46,True,False,21,Phishing Email,True,71.94,2,1,0
Research Lab,Small,6,1-50,Weekly,False,65.66,True,True,35,Compromised Credentials,False,26.18,2,2,0
Clinic,Medium,12,50-350,Weekly,False,65.39,True,False,24,Phishing Email,False,28.66,1,2,0
Hospital,Large,11,350+,Daily,False,40.56,False,False,11,Phishing Email,False,53.71,5,1,0
Clinic,Medium,16,50-350,Weekly,False,70.32,False,False,50,Infected Removable Media,True,55.19,7,1,1
Hospital,Large,20,350+,Daily,False,43.92,True,False,21,Phishing Email,True,78.04,1,0,0
Hospital,Medium,17,50-350,Daily,True,68.98,True,False,57,Exploited Vulnerability,False,30.86,2,1,0
Clinic,Medium,20,50-350,Daily,True,58.68,True,False,83,RDP Exploit,False,29.43,5,1,0
Clinic,Medium,9,50-350,Weekly,True,61.62,True,False,70,Compromised Credentials,False,37.07,6,1,0
Pharma,Large,1,350+,Weekly,True,68.86,True,False,30,Exploited Vulnerability,False,39.62,2,1,0
Hospital,Medium,3,50-350,Daily,False,90.0,True,True,20,Compromised Credentials,False,29.6,6,0,0
Clinic,Medium,21,50-350,More than once per day,True,47.69,True,False,57,Compromised Credentials,True,56.76,4,1,0
Clinic,Medium,23,50-350,Daily,False,83.81,False,False,41,Phishing Email,False,42.32,7,1,0
Hospital,Medium,9,50-350,Weekly,True,64.28,False,False,57,Exploited Vulnerability,False,42.36,5,1,0
Clinic,Small,22,1-50,Monthly,False,62.02,True,True,58,Exploited Vulnerability,False,24.7,4,2,0
Hospital,Medium,19,1-50,Daily,True,76.53,False,False,80,Exploited Vulnerability,False,33.66,3,1,0
Pharma,Medium,13,1-50,Daily,True,74.1,True,False,104,Exploited Vulnerability,False,23.25,2,1,0
Hospital,Large,23,350+,Weekly,False,62.22,False,False,24,Exploited Vulnerability,False,46.09,7,0,0
Clinic,Small,14,1-50,Weekly,True,44.97,False,False,58,Exploited Vulnerability,True,26.62,7,2,0
Hospital,Large,20,1-50,Monthly,True,68.59,True,False,101,Exploited Vulnerability,True,57.82,3,0,0
Pharma,Medium,19,50-350,Weekly,True,61.18,True,False,74,Exploited Vulnerability,False,22.7,1,1,0
Clinic,Small,23,1-50,Monthly,True,76.11,True,False,76,Phishing Email,False,16.66,4,2,0
Clinic,Medium,7,50-350,More than once per day,True,50.83,True,False,44,Compromised Credentials,True,54.17,6,1,0
Hospital,Medium,4,1-50,More than once per day,True,41.29,True,False,40,Compromised Credentials,False,24.39,3,1,0
Research Lab,Small,12,350+,More than once per day,True,54.32,True,False,27,Exploited Vulnerability,True,71.73,3,1,0
Hospital,Large,23,350+,Weekly,True,43.24,True,False,28,Phishing Email,True,78.38,2,1,0
Insurance,Large,14,350+,More than once per day,True,30.97,True,False,16,Compromised Credentials,True,82.79,5,1,0
Hospital,Medium,2,50-350,Daily,False,67.54,True,True,20,RDP Exploit,True,64.44,2,0,0
Hospital,Medium,1,50-350,Daily,False,45.33,True,False,13,Phishing Email,True,66.85,2,0,0
Hospital,Large,18,1-50,Daily,True,55.33,True,False,66,Phishing Email,False,24.89,1,1,0
Clinic,Small,20,1-50,Monthly,True,68.2,False,False,74,Phishing Email,False,27.03,4,1,0
Clinic,Small,8,1-50,Daily,True,48.64,False,False,42,Compromised Credentials,False,35.58,6,1,0
Hospital,Medium,3,50-350,Daily,False,52.18,True,True,21,Malicious Website,True,50.96,7,0,1
Research Lab,Medium,6,50-350,Weekly,False,44.75,True,False,11,Compromised Credentials,True,51.1,1,2,0
Clinic,Medium,22,50-350,More than once per day,False,39.33,False,True,31,Compromised Credentials,True,64.32,6,0,0
Clinic,Small,13,1-50,Weekly,True,51.41,True,False,48,Compromised Credentials,True,25.58,5,2,0
Clinic,Medium,9,50-350,Weekly,True,44.84,True,False,46,Exploited Vulnerability,False,40.13,3,1,0
Clinic,Medium,9,50-350,Monthly,True,52.87,False,False,45,Compromised Credentials,True,58.12,7,1,0
Clinic,Medium,20,50-350,Monthly,True,51.01,True,False,65,Exploited Vulnerability,True,10.45,4,2,0
Hospital,Medium,9,50-350,Daily,True,72.53,True,False,52,Exploited Vulnerability,True,50.37,1,0,0
Hospital,Medium,15,1-50,Weekly,True,68.86,True,False,60,Exploited Vulnerability,False,29.36,1,1,0
Insurance,Large,13,350+,More than once per day,False,25.89,True,False,8,Compromised Credentials,False,42.35,5,1,0
Pharma,Medium,22,50-350,Daily,True,57.38,True,False,72,Compromised Credentials,False,33.33,7,1,0
Hospital,Large,16,1-50,More than once per day,False,32.76,False,False,15,Compromised Credentials,False,9.58,3,0,0
Hospital,Medium,2,1-50,Daily,True,51.87,True,False,56,Phishing Email,True,55.14,7,1,0
Clinic,Medium,14,50-350,Monthly,False,80.45,True,False,52,Phishing Email,False,35.38,3,2,0
Clinic,Medium,6,350+,Daily,False,33.92,True,False,4,Exploited Vulnerability,True,78.8,4,2,0
Hospital,Medium,2,50-350,Weekly,False,65.11,True,False,26,Exploited Vulnerability,False,23.12,4,0,0
Hospital,Large,8,1-50,Daily,False,56.19,True,False,22,Exploited Vulnerability,True,28.96,2,0,0
Research Lab,Small,4,350+,Daily,False,90.0,True,False,16,Phishing Email,True,56.99,7,1,0
Clinic,Medium,21,50-350,Monthly,True,45.75,False,False,44,Compromised Credentials,False,14.28,5,1,0
Hospital,Medium,24,50-350,Daily,True,60.12,True,False,58,Compromised Credentials,False,28.99,4,1,0
Hospital,Medium,14,50-350,Weekly,False,69.77,True,False,47,Exploited Vulnerability,True,18.98,5,0,0
Hospital,Large,11,1-50,Daily,False,36.86,True,True,19,Compromised Credentials,False,44.57,6,0,0
Clinic,Medium,24,50-350,More than once per day,False,43.69,False,False,27,Phishing Email,True,63.52,6,1,0
Hospital,Large,14,1-50,Daily,True,58.49,True,False,46,Exploited Vulnerability,False,42.45,4,0,0
Hospital,Large,12,350+,Weekly,True,58.63,True,False,41,Compromised Credentials,False,45.78,6,1,0
Research Lab,Medium,16,50-350,More than once per day,False,26.27,True,False,20,Compromised Credentials,True,73.64,5,0,0
Hospital,Medium,6,50-350,More than once per day,False,37.39,True,False,21,Phishing Email,True,12.05,6,0,0
Clinic,Medium,20,50-350,Daily,True,49.21,True,False,64,Compromised Credentials,True,70.18,2,2,0
Hospital,Large,1,350+,Weekly,True,39.7,True,False,10,Compromised Credentials,False,61.35,1,0,0
Hospital,Large,12,350+,Weekly,True,60.24,True,False,24,Exploited Vulnerability,True,71.56,1,0,0
Hospital,Medium,7,50-350,Weekly,True,47.71,True,True,46,Compromised Credentials,True,59.9,3,0,0
Research Lab,Medium,8,50-350,Daily,True,66.76,True,False,38,Phishing Email,False,27.35,2,1,0
Insurance,Medium,9,50-350,Monthly,True,62.39,True,False,59,Compromised Credentials,True,47.64,1,1,0
Insurance,Medium,2,50-350,Weekly,False,55.7,True,False,24,Compromised Credentials,True,61.31,2,0,0
Hospital,Medium,17,1-50,Weekly,True,65.18,True,False,50,RDP Exploit,True,45.98,4,1,0
Clinic,Medium,20,50-350,Weekly,True,63.62,True,False,55,Phishing Email,True,58.01,3,1,0
Hospital,Large,13,1-50,Weekly,False,65.55,True,False,30,Exploited Vulnerability,False,27.93,6,0,0
Hospital,Large,5,350+,Daily,False,67.09,True,True,11,RDP Exploit,False,66.77,6,0,0
Insurance,Medium,10,1-50,Monthly,False,47.85,True,False,18,Exploited Vulnerability,True,18.77,7,0,0
Hospital,Large,12,350+,Monthly,True,36.47,True,False,22,Compromised Credentials,True,75.96,2,1,0
Hospital,Medium,17,50-350,More than once per day,False,37.85,True,False,24,Phishing Email,True,76.42,7,0,0
Hospital,Medium,21,50-350,More than once per day,True,41.89,True,False,49,Phishing Email,True,54.65,4,1,0
Hospital,Medium,6,50-350,Monthly,False,71.81,True,False,41,Exploited Vulnerability,True,49.81,7,0,0
Hospital,Large,3,1-50,Daily,True,67.6,True,False,50,Compromised Credentials,True,39.08,4,0,0
Clinic,Small,15,1-50,Monthly,True,81.15,True,False,63,Phishing Email,True,54.54,3,2,0
Clinic,Small,7,1-50,Daily,True,47.52,True,True,48,Exploited Vulnerability,False,18.63,6,2,0
Insurance,Medium,6,50-350,More than once per day,True,32.92,True,False,26,Phishing Email,True,64.01,6,1,0
Insurance,Medium,4,50-350,More than once per day,False,27.93,True,False,12,Exploited Vulnerability,False,37.16,5,1,0
Hospital,Medium,19,50-350,Daily,True,70.15,True,False,74,Exploited Vulnerability,True,41.2,6,0,0
Hospital,Medium,5,1-50,Daily,True,81.96,True,False,68,Exploited Vulnerability,False,20.58,6,1,0
Hospital,Medium,3,1-50,Daily,True,61.66,False,False,50,Exploited Vulnerability,False,45.73,3,1,0
Clinic,Medium,9,50-350,Weekly,True,43.55,True,False,51,Exploited Vulnerability,False,38.6,7,1,0
Hospital,Large,6,350+,Monthly,False,60.27,True,False,10,Compromised Credentials,True,46.12,6,0,0
Clinic,Medium,13,50-350,Daily,False,63.77,False,False,22,Phishing Email,True,62.72,6,1,0
Clinic,Medium,22,50-350,Daily,False,50.19,True,False,57,Exploited Vulnerability,False,20.2,4,2,0
Clinic,Medium,20,50-350,Daily,True,48.34,True,False,72,Exploited Vulnerability,True,43.17,2,2,0
Clinic,Small,4,1-50,Daily,True,49.2,False,False,65,Exploited Vulnerability,True,47.89,1,2,0
Hospital,Large,2,350+,Daily,True,53.86,True,False,29,Compromised Credentials,False,12.85,1,0,0
Pharma,Medium,4,50-350,More than once per day,True,30.7,True,False,27,RDP Exploit,False,45.27,7,1,0
Research Lab,Small,8,1-50,More than once per day,True,42.89,True,True,41,Exploited Vulnerability,False,23.8,4,1,0
Hospital,Medium,13,50-350,More than once per day,False,30.82,True,False,17,Compromised Credentials,True,84.59,2,0,0
Insurance,Medium,10,1-50,More than once per day,True,23.3,True,False,23,Compromised Credentials,True,65.23,3,1,0
Clinic,Small,18,350+,Weekly,True,78.06,False,False,42,Compromised Credentials,True,56.64,1,1,0
Insurance,Large,9,1-50,Daily,True,59.75,True,False,68,RDP Exploit,False,13.23,4,1,0
Research Lab,Medium,1,50-350,Monthly,True,45.0,True,False,26,Exploited Vulnerability,True,64.89,5,1,0
Clinic,Small,13,1-50,Monthly,False,71.94,True,False,35,Infected Removable Media,True,11.06,1,2,0
Hospital,Medium,18,50-350,Monthly,True,54.87,False,False,57,Malicious Website,False,46.34,7,1,0
Hospital,Medium,15,50-350,Monthly,True,48.99,True,False,65,Exploited Vulnerability,True,44.82,1,0,0
Clinic,Medium,2,50-350,Daily,True,61.3,True,False,39,Compromised Credentials,False,38.02,6,1,0
Clinic,Medium,11,50-350,Daily,False,65.39,True,False,37,Compromised Credentials,True,14.36,7,2,0
Hospital,Large,14,350+,Daily,False,60.9,True,False,17,Exploited Vulnerability,True,70.08,4,0,0
Hospital,Medium,22,1-50,Weekly,False,58.91,True,False,49,Compromised Credentials,True,39.98,5,0,0
Insurance,Large,15,1-50,Monthly,True,51.02,True,False,66,Exploited Vulnerability,False,38.36,7,1,0
Pharma,Medium,14,1-50,Monthly,True,67.74,True,False,76,Phishing Email,True,41.14,7,1,0
Clinic,Small,16,350+,Daily,True,52.99,True,False,26,Compromised Credentials,False,46.22,7,2,0
Hospital,Large,23,1-50,Weekly,False,74.23,True,False,49,RDP Exploit,False,22.2,4,0,0
Hospital,Medium,15,50-350,More than once per day,False,18.25,True,False,11,Phishing Email,False,36.63,1,1,0
Hospital,Medium,19,50-350,More than once per day,False,47.28,True,False,26,Compromised Credentials,False,40.88,4,0,0
Pharma,Large,9,1-50,Weekly,True,53.57,True,False,57,Exploited Vulnerability,True,52.76,1,2,0
Hospital,Medium,5,1-50,Daily,False,46.07,True,False,18,Compromised Credentials,False,32.7,2,0,0
Clinic,Small,5,1-50,Monthly,True,47.56,True,False,43,Exploited Vulnerability,True,56.64,6,2,0
Hospital,Medium,11,50-350,More than once per day,False,46.03,True,True,20,Compromised Credentials,False,30.72,6,0,0
Clinic,Small,20,1-50,Monthly,True,39.15,False,False,42,Exploited Vulnerability,False,37.93,6,1,0
Clinic,Small,24,1-50,Daily,True,71.57,True,False,114,Compromised Credentials,False,22.2,4,2,0
Insurance,Large,4,350+,Weekly,True,40.79,True,False,23,Compromised Credentials,True,71.92,6,1,0
Hospital,Large,20,350+,Weekly,True,45.03,True,True,20,Exploited Vulnerability,True,77.05,3,1,0
Hospital,Medium,18,1-50,Monthly,True,49.2,False,False,64,Compromised Credentials,True,46.27,4,1,0
Hospital,Large,3,1-50,Daily,False,73.58,False,False,17,Malicious Website,False,17.93,2,1,0
Pharma,Large,4,1-50,Monthly,True,28.96,True,False,37,Phishing Email,True,71.61,1,1,0
Insurance,Medium,14,50-350,Daily,True,64.36,True,False,59,Exploited Vulnerability,True,54.11,7,1,0
Clinic,Medium,7,350+,More than once per day,True,39.73,False,False,17,RDP Exploit,False,58.05,2,1,0
Clinic,Small,8,1-50,Daily,True,62.15,True,False,56,Compromised Credentials,False,24.92,2,2,0
Clinic,Small,24,1-50,Weekly,False,72.64,True,False,75,RDP Exploit,True,43.36,7,2,0
Hospital,Medium,16,50-350,Daily,True,65.55,True,False,82,Phishing Email,False,22.63,4,1,0
Pharma,Medium,20,50-350,Weekly,True,53.19,True,False,67,Compromised Credentials,True,52.43,3,1,0
Clinic,Small,15,1-50,Weekly,False,51.06,True,True,37,Compromised Credentials,True,21.4,3,2,0
Hospital,Medium,7,50-350,Daily,False,66.22,True,False,27,Compromised Credentials,False,45.59,4,0,0
Clinic,Small,17,1-50,Monthly,True,72.07,True,False,63,Compromised Credentials,True,25.83,3,2,0
Hospital,Medium,22,1-50,More than once per day,False,32.15,True,True,23,Phishing Email,False,37.23,6,0,0
Hospital,Medium,22,50-350,Monthly,True,64.42,True,False,79,Compromised Credentials,True,24.36,7,0,0
Research Lab,Medium,22,350+,Daily,False,55.54,True,False,22,Exploited Vulnerability,False,19.29,3,0,0
Hospital,Medium,12,50-350,Daily,True,56.9,True,False,51,Exploited Vulnerability,True,61.75,6,0,0
Clinic,Small,18,350+,Daily,False,66.04,False,True,26,Compromised Credentials,False,38.67,3,2,0
Hospital,Medium,24,50-350,Daily,True,65.19,False,True,67,Compromised Credentials,False,39.01,5,1,0
Hospital,Medium,14,50-350,Daily,True,69.4,True,False,67,Exploited Vulnerability,True,49.11,6,0,0
